Mushroom ID,Cap Shape,Cap Color,Gill Size,Stalk Shape,Habitat,Edibility,Market Demand,Spore Print Color,Population,Odor,Bruising,Ring Type,Stalk Surface Above Ring,Stalk Surface Below Ring,Stalk Color Above Ring,Stalk Color Below Ring,Veil Type,Veil Color,Growth Rate,Inspection Date,Incubation date,Temperature,Measurement
474,bell,yellow,broad,tapering,woods,edible,5,yellow,several,almond,Yes,pendant,fibrous,silky,white,white,universal,brown,2.320085926,02/10/2023,02/01/2023,10.0,C
475,convex,white,broad,enlarging,paths,poisonous,4,yellow,solitary,musty,Yes,evanescent,smooth,smooth,brown,white,universal,brown,1.008526087,02/05/2023,02/02/2023,11.0,C
476,flat,white,narrow,tapering,grasses,poisonous,1,brown,numerous,creosote,No,evanescent,silky,smooth,orange,white,universal,white,4.003521388,03/05/2022,03/01/2022,9.0,C
477,bell,red,narrow,tapering,urban,poisonous,8,brown,abundant,anise,Yes,evanescent,silky,smooth,pink,brown,universal,yellow,1.45035126,04/05/2023,04/03/2023,19.0,C
478,flat,gray,broad,tapering,urban,poisonous,10,black,numerous,creosote,No,none,smooth,smooth,gray,orange,universal,white,1.812743267,05/10/2023,05/03/2023,1.0,C
479,convex,red,narrow,enlarging,grasses,edible,7,black,scattered,musty,No,none,fibrous,smooth,brown,pink,universal,white,0.502267005,01/04/2023,01/01/2023,19.0,C
480,convex,brown,narrow,enlarging,grasses,edible,4,brown,scattered,almond,Yes,pendant,silky,smooth,white,white,partial,orange,4.041070939,04/04/2023,04/02/2023,28.0,C
481,convex,red,narrow,enlarging,grasses,poisonous,8,brown,numerous,almond,No,evanescent,fibrous,silky,gray,gray,partial,white,4.328543418,05/02/2023,05/01/2023,5.0,C
482,convex,gray,narrow,tapering,paths,poisonous,3,black,numerous,almond,Yes,none,smooth,smooth,pink,pink,partial,brown,0.918120474,05/07/2023,05/03/2023,13.0,C
483,conical,gray,narrow,enlarging,paths,poisonous,2,brown,solitary,almond,No,none,scaly,scaly,brown,orange,partial,orange,4.541320935,4/14/2023,04/05/2023,25.0,C
484,conical,white,broad,enlarging,grasses,edible,1,black,numerous,almond,Yes,pendant,scaly,smooth,white,gray,universal,brown,11.3444439,02/11/2023,02/02/2023,9.0,C
485,flat,white,narrow,enlarging,urban,poisonous,1,white,numerous,almond,Yes,pendant,silky,smooth,orange,pink,partial,white,2.563636796,03/10/2022,03/03/2022,5.0,C
486,bell,white,narrow,enlarging,urban,edible,9,white,several,creosote,No,none,scaly,fibrous,brown,white,universal,yellow,4.014395106,05/05/2023,05/01/2023,24.0,C
487,convex,yellow,broad,enlarging,grasses,poisonous,2,yellow,solitary,foul,Yes,none,smooth,silky,white,orange,universal,yellow,3.256744343,02/07/2023,02/01/2023,9.0,C
488,flat,white,broad,tapering,paths,poisonous,3,black,solitary,foul,Yes,evanescent,scaly,silky,pink,orange,universal,yellow,1.533962569,03/09/2023,03/05/2023,19.0,C
489,convex,red,broad,tapering,urban,edible,9,brown,solitary,almond,No,none,fibrous,silky,orange,gray,partial,white,2.498623498,02/12/2023,02/04/2023,1.0,C
490,conical,gray,narrow,enlarging,paths,poisonous,6,yellow,abundant,anise,Yes,evanescent,fibrous,fibrous,pink,gray,partial,yellow,2.406869151,04/06/2023,04/05/2023,20.0,C
491,conical,brown,broad,enlarging,urban,poisonous,3,brown,scattered,foul,Yes,pendant,fibrous,fibrous,orange,orange,universal,white,3.882174017,04/08/2023,04/04/2023,29.0,C
492,sunken,brown,narrow,enlarging,urban,edible,3,orange,numerous,musty,Yes,flaring,silky,smooth,gray,white,universal,orange,3.837013703,03/05/2023,03/04/2023,4.0,C
493,sunken,gray,broad,tapering,woods,edible,2,brown,numerous,musty,No,flaring,fibrous,fibrous,orange,brown,universal,orange,3.971508723,01/06/2023,01/03/2023,8.0,C
494,convex,white,narrow,enlarging,leaves,edible,2,orange,several,foul,Yes,evanescent,silky,silky,white,gray,universal,white,3.590271665,04/08/2023,04/02/2023,13.0,C
495,flat,gray,narrow,tapering,leaves,poisonous,6,yellow,scattered,almond,Yes,evanescent,scaly,smooth,orange,white,universal,yellow,2.512799026,01/06/2023,01/04/2023,26.0,C
496,convex,yellow,broad,enlarging,leaves,poisonous,3,orange,numerous,creosote,No,none,fibrous,silky,pink,gray,partial,brown,2.901079416,05/11/2023,05/02/2023,15.0,C
497,conical,yellow,broad,tapering,grasses,edible,8,orange,abundant,foul,Yes,pendant,smooth,smooth,gray,orange,universal,orange,3.845940467,3/14/2026,03/05/2026,29.0,C
498,flat,white,broad,tapering,urban,poisonous,2,white,several,anise,Yes,evanescent,smooth,silky,gray,orange,universal,yellow,4.552293194,02/06/2023,02/01/2023,1.0,C
499,bell,yellow,broad,tapering,leaves,edible,9,black,solitary,musty,Yes,pendant,silky,silky,orange,gray,partial,brown,3.952051179,05/09/2023,05/03/2023,10.0,C
500,convex,white,narrow,enlarging,paths,edible,5,black,scattered,creosote,Yes,flaring,fibrous,silky,orange,brown,universal,white,0.521593219,02/09/2023,02/03/2023,2.0,C
501,convex,gray,narrow,enlarging,grasses,edible,6,yellow,abundant,creosote,Yes,pendant,fibrous,scaly,pink,orange,universal,white,2.885875321,03/06/2023,03/05/2023,9.0,C
502,sunken,white,narrow,tapering,woods,poisonous,3,black,several,almond,No,evanescent,scaly,silky,brown,brown,universal,yellow,2.045772696,02/07/2023,02/02/2023,27.0,C
503,sunken,red,narrow,enlarging,urban,,4,yellow,numerous,anise,No,none,smooth,smooth,gray,orange,universal,brown,3.950697976,02/04/2023,02/04/2023,29.0,C
504,conical,white,narrow,tapering,paths,edible,6,white,numerous,musty,Yes,flaring,scaly,silky,white,gray,partial,orange,4.137505241,03/07/2023,03/02/2023,23.0,C
505,convex,red,narrow,tapering,paths,edible,5,white,abundant,almond,No,none,fibrous,scaly,orange,gray,partial,white,2.56012288,05/04/2023,05/02/2023,18.0,C
506,convex,gray,narrow,enlarging,paths,edible,3,brown,abundant,foul,Yes,evanescent,fibrous,scaly,orange,white,partial,yellow,3.194202568,04/11/2023,04/03/2023,8.0,C
507,bell,yellow,broad,enlarging,urban,edible,3,yellow,numerous,almond,Yes,flaring,scaly,silky,orange,orange,partial,brown,0.708919131,04/04/2023,04/03/2023,3.0,C
508,bell,yellow,narrow,enlarging,leaves,edible,9,black,solitary,creosote,Yes,pendant,scaly,smooth,brown,white,partial,white,2.13426541,01/02/2023,01/02/2023,23.0,C
509,flat,white,narrow,enlarging,urban,poisonous,8,orange,abundant,almond,Yes,none,fibrous,smooth,white,gray,partial,orange,1.842235984,01/12/2023,01/05/2023,21.0,C
510,convex,red,narrow,enlarging,woods,edible,5,white,scattered,anise,Yes,pendant,silky,silky,pink,pink,universal,yellow,3.75614305,01/09/2023,01/01/2023,29.0,C
511,sunken,yellow,broad,tapering,grasses,poisonous,5,white,solitary,anise,No,none,smooth,silky,pink,orange,partial,orange,2.822950201,02/03/2023,02/01/2023,11.0,C
512,flat,red,narrow,tapering,leaves,edible,8,brown,numerous,musty,Yes,none,smooth,scaly,brown,white,partial,yellow,0.85478354,03/07/2020,03/01/2020,13.0,C
513,conical,red,broad,enlarging,urban,edible,1,black,numerous,creosote,No,none,fibrous,smooth,gray,gray,universal,brown,1.727915709,01/06/2023,01/04/2023,8.0,C
514,flat,yellow,broad,tapering,urban,edible,2,black,numerous,musty,Yes,evanescent,smooth,fibrous,white,brown,partial,yellow,3.255235107,02/02/2023,02/02/2023,26.0,C
515,conical,yellow,narrow,tapering,leaves,edible,8,orange,numerous,foul,Yes,flaring,fibrous,fibrous,pink,gray,universal,white,2.819786253,01/12/2020,01/05/2020,23.0,C
516,convex,gray,narrow,tapering,woods,edible,4,brown,abundant,musty,No,flaring,scaly,scaly,pink,gray,universal,white,1.451474989,03/08/2023,03/04/2023,23.0,C
517,flat,red,broad,enlarging,urban,edible,3,yellow,numerous,almond,Yes,evanescent,scaly,fibrous,orange,brown,universal,orange,4.18769296,03/09/2023,03/01/2023,18.0,C
518,convex,gray,narrow,enlarging,urban,edible,1,yellow,several,creosote,No,flaring,fibrous,scaly,pink,orange,universal,orange,2.018341376,05/04/2023,05/03/2023,7.0,C
519,conical,brown,narrow,enlarging,urban,edible,9,orange,scattered,creosote,No,pendant,scaly,smooth,white,brown,partial,orange,2.303454885,05/08/2021,05/01/2021,19.0,C
520,flat,white,narrow,tapering,urban,edible,7,orange,numerous,almond,No,none,silky,fibrous,brown,gray,partial,yellow,1.774586587,05/06/2023,05/03/2023,15.0,C
521,convex,red,narrow,enlarging,urban,edible,6,yellow,several,anise,Yes,flaring,fibrous,silky,brown,gray,universal,white,0.703097426,03/11/2023,03/02/2023,7.0,C
522,conical,brown,broad,enlarging,grasses,edible,3,orange,several,foul,Yes,none,silky,smooth,orange,white,universal,brown,2.099681407,04/12/2023,04/05/2023,18.0,C
523,conical,gray,narrow,tapering,woods,edible,4,brown,numerous,almond,No,flaring,fibrous,smooth,pink,pink,partial,brown,1.649713078,02/12/2031,02/05/2031,11.0,C
524,convex,yellow,narrow,enlarging,paths,edible,8,white,numerous,musty,Yes,pendant,silky,smooth,brown,pink,universal,orange,1.988154572,03/05/2023,03/02/2023,16.0,C
525,bell,red,narrow,enlarging,grasses,edible,8,yellow,scattered,foul,Yes,flaring,silky,silky,pink,brown,universal,brown,3.042218412,03/07/2023,03/03/2023,14.0,C
526,bell,white,broad,tapering,urban,edible,8,white,scattered,anise,Yes,none,scaly,silky,pink,white,partial,yellow,3.099014655,03/05/2023,03/02/2023,28.0,C
527,conical,brown,narrow,enlarging,leaves,edible,3,orange,scattered,anise,No,pendant,smooth,silky,pink,orange,universal,white,2.465283621,03/04/2023,03/01/2023,6.0,C
528,sunken,red,broad,tapering,urban,edible,10,orange,several,foul,No,none,scaly,smooth,pink,gray,partial,yellow,1.321958066,02/09/2023,02/02/2023,0.0,C
529,convex,gray,narrow,enlarging,leaves,poisonous,7,white,solitary,almond,Yes,evanescent,silky,scaly,brown,brown,universal,yellow,2.182484161,01/09/2023,01/02/2023,26.0,C
530,sunken,gray,narrow,tapering,woods,poisonous,3,orange,several,anise,Yes,flaring,scaly,scaly,white,brown,universal,white,1.595689333,02/08/2023,02/02/2023,21.0,C
531,sunken,red,broad,enlarging,grasses,poisonous,6,white,several,creosote,Yes,none,scaly,silky,pink,pink,universal,orange,1.154107093,04/02/2023,04/01/2023,6.0,C
532,convex,white,narrow,tapering,leaves,,7,black,abundant,creosote,Yes,none,silky,scaly,brown,pink,partial,orange,2.486173654,03/09/2023,03/03/2023,13.0,C
533,sunken,brown,broad,enlarging,paths,edible,4,yellow,solitary,foul,No,none,fibrous,fibrous,gray,white,partial,brown,3.160231031,04/05/2023,04/02/2023,29.0,C
534,conical,gray,broad,enlarging,grasses,edible,4,orange,abundant,creosote,Yes,pendant,scaly,silky,white,orange,universal,white,0.937270441,04/09/2023,04/01/2023,25.0,C
535,conical,gray,broad,enlarging,urban,edible,8,brown,scattered,creosote,No,flaring,fibrous,smooth,brown,gray,universal,orange,0.502267005,01/06/2023,01/03/2023,21.0,C
536,flat,yellow,broad,enlarging,urban,poisonous,1,brown,numerous,foul,Yes,none,smooth,smooth,gray,orange,universal,white,3.611635002,03/07/2023,03/03/2023,6.0,C
537,sunken,white,narrow,tapering,urban,poisonous,2,white,numerous,foul,Yes,none,fibrous,fibrous,brown,gray,universal,brown,0.755391859,01/04/2023,01/02/2023,23.0,C
538,bell,yellow,broad,enlarging,grasses,edible,5,brown,abundant,foul,No,flaring,silky,silky,brown,gray,partial,yellow,0.502267005,03/03/2023,03/01/2023,27.0,C
539,conical,white,broad,tapering,grasses,edible,1,black,numerous,anise,No,pendant,smooth,silky,brown,orange,universal,white,2.173751627,03/11/2023,03/05/2023,12.0,C
540,conical,brown,broad,enlarging,grasses,edible,1,yellow,abundant,almond,No,flaring,scaly,silky,gray,pink,partial,white,3.61841683,01/11/2023,01/03/2023,17.0,C
541,bell,gray,narrow,enlarging,woods,poisonous,6,brown,solitary,creosote,Yes,pendant,smooth,scaly,white,gray,partial,white,0.818691424,4/13/2023,04/05/2023,25.0,C
542,sunken,yellow,broad,enlarging,woods,edible,3,orange,scattered,almond,Yes,evanescent,smooth,scaly,pink,pink,partial,white,2.904044569,05/07/2023,05/02/2023,24.0,C
543,flat,yellow,narrow,enlarging,urban,poisonous,8,brown,numerous,foul,Yes,none,smooth,fibrous,orange,gray,universal,white,2.346613121,02/09/2023,02/05/2023,14.0,C
544,convex,brown,narrow,enlarging,paths,poisonous,9,brown,several,almond,Yes,pendant,fibrous,smooth,brown,orange,partial,white,2.409308993,05/09/2023,05/01/2023,17.0,C
545,conical,white,narrow,enlarging,leaves,,2,black,abundant,almond,Yes,evanescent,fibrous,silky,white,brown,universal,white,2.802553682,04/09/2023,04/03/2023,15.0,C
546,convex,white,narrow,enlarging,urban,poisonous,3,brown,scattered,foul,Yes,flaring,smooth,silky,pink,gray,partial,orange,2.992563549,05/03/2023,05/01/2023,28.0,C
547,sunken,red,narrow,enlarging,urban,edible,6,brown,numerous,anise,Yes,none,silky,scaly,brown,orange,partial,yellow,4.979595421,05/12/2023,05/05/2023,12.0,C
548,convex,gray,narrow,tapering,urban,edible,6,black,scattered,almond,No,evanescent,smooth,scaly,brown,brown,universal,white,1.946781652,04/02/2020,04/02/2020,2.0,C
549,flat,red,narrow,tapering,grasses,poisonous,9,brown,several,musty,Yes,pendant,scaly,scaly,brown,brown,partial,yellow,1.500676253,4/14/2023,04/05/2023,21.0,C
550,conical,yellow,narrow,enlarging,woods,poisonous,1,black,numerous,foul,Yes,evanescent,scaly,smooth,pink,orange,partial,white,1.246751769,04/02/2023,04/01/2023,4.0,C
551,flat,white,broad,enlarging,woods,edible,1,brown,solitary,almond,No,pendant,silky,scaly,gray,brown,universal,white,1.592432898,03/09/2023,03/03/2023,28.0,C
552,bell,white,broad,enlarging,paths,edible,1,white,solitary,almond,Yes,flaring,silky,silky,gray,gray,universal,brown,4.220387571,05/02/2023,05/02/2023,16.0,C
553,convex,gray,narrow,enlarging,urban,edible,3,brown,scattered,foul,No,evanescent,silky,scaly,white,white,universal,orange,2.354224473,03/06/2022,03/04/2022,24.0,C
554,sunken,white,narrow,enlarging,leaves,poisonous,8,yellow,abundant,creosote,No,flaring,scaly,silky,white,white,universal,orange,2.750360444,03/04/2023,03/01/2023,24.0,C
555,sunken,red,narrow,enlarging,urban,poisonous,3,white,solitary,foul,No,flaring,silky,silky,orange,orange,partial,white,1.443401007,2/13/2023,02/04/2023,11.0,C
556,bell,red,broad,tapering,leaves,poisonous,3,yellow,abundant,musty,Yes,pendant,smooth,silky,white,brown,partial,brown,0.502267005,01/07/2023,01/01/2023,26.0,C
557,convex,yellow,broad,enlarging,urban,edible,2,brown,scattered,anise,No,none,smooth,silky,gray,brown,partial,white,0.502267005,01/03/2023,01/01/2023,19.0,C
558,conical,yellow,broad,enlarging,urban,edible,5,black,scattered,almond,Yes,evanescent,scaly,scaly,gray,brown,partial,brown,3.625010013,03/12/2023,03/05/2023,17.0,C
559,flat,red,narrow,tapering,urban,,3,white,abundant,almond,Yes,flaring,scaly,fibrous,gray,gray,partial,white,3.42875476,02/06/2023,02/03/2023,6.0,C
560,bell,red,narrow,tapering,urban,poisonous,6,orange,numerous,anise,Yes,evanescent,smooth,smooth,brown,brown,partial,white,3.619309874,01/12/2022,01/03/2022,24.0,C
561,conical,brown,narrow,enlarging,leaves,poisonous,8,yellow,abundant,almond,No,none,fibrous,smooth,pink,white,partial,brown,4.331396355,05/07/2023,05/02/2023,27.0,C
562,sunken,white,narrow,enlarging,paths,poisonous,4,yellow,solitary,foul,No,evanescent,smooth,scaly,orange,pink,universal,brown,0.537413559,05/07/2023,05/04/2023,7.0,C
563,conical,brown,broad,tapering,grasses,,2,brown,several,creosote,Yes,pendant,scaly,silky,gray,orange,universal,orange,3.917118092,02/06/2023,02/01/2023,5.0,C
564,convex,yellow,broad,enlarging,paths,edible,7,black,several,almond,Yes,none,silky,scaly,brown,orange,universal,yellow,4.481373837,2/14/2023,02/05/2023,26.0,C
565,bell,red,broad,enlarging,urban,edible,1,orange,scattered,anise,Yes,none,silky,scaly,white,gray,universal,white,1.165085196,05/02/2023,05/01/2023,6.0,C
566,flat,red,broad,enlarging,paths,edible,10,yellow,numerous,musty,Yes,none,smooth,silky,brown,pink,universal,white,0.502267005,03/07/2023,03/05/2023,1.0,C
567,conical,white,narrow,tapering,grasses,,5,orange,solitary,almond,No,flaring,scaly,silky,gray,orange,universal,yellow,1.691137513,01/10/2020,01/05/2020,5.0,C
568,conical,yellow,narrow,tapering,grasses,poisonous,4,brown,solitary,almond,Yes,none,scaly,silky,brown,gray,universal,brown,12.05774424,4/14/2023,04/05/2023,21.0,C
569,conical,gray,narrow,tapering,urban,poisonous,3,orange,abundant,foul,No,none,silky,scaly,gray,pink,universal,brown,0.502267005,01/11/2023,01/02/2023,20.0,C
570,conical,gray,broad,enlarging,leaves,edible,2,yellow,abundant,creosote,Yes,flaring,silky,scaly,pink,pink,universal,brown,2.729030378,01/04/2023,01/01/2023,23.0,C
571,flat,gray,broad,tapering,woods,edible,3,yellow,abundant,almond,No,flaring,smooth,scaly,orange,pink,partial,white,4.695923702,04/10/2023,04/05/2023,11.0,C
572,conical,white,broad,tapering,woods,poisonous,7,brown,several,creosote,Yes,pendant,silky,scaly,gray,pink,partial,white,0.538933549,02/06/2023,02/02/2023,12.0,C
573,conical,white,narrow,enlarging,grasses,poisonous,9,yellow,numerous,musty,No,flaring,fibrous,smooth,pink,orange,partial,orange,4.332029886,05/04/2023,05/03/2023,24.0,C
574,bell,yellow,broad,enlarging,woods,poisonous,2,white,numerous,creosote,Yes,none,silky,silky,pink,white,universal,orange,1.834280181,04/04/2023,04/02/2023,27.0,C
575,convex,gray,broad,enlarging,paths,poisonous,8,yellow,abundant,foul,Yes,none,silky,scaly,gray,orange,universal,white,4.218054639,02/05/2023,02/05/2023,20.0,C
576,conical,white,broad,enlarging,paths,poisonous,3,yellow,numerous,anise,Yes,flaring,silky,scaly,white,pink,universal,yellow,4.201861822,01/09/2023,01/03/2023,11.0,C
577,bell,brown,narrow,enlarging,grasses,edible,1,black,scattered,foul,Yes,evanescent,silky,smooth,white,gray,partial,yellow,0.502267005,02/10/2023,02/05/2023,2.0,C
578,sunken,brown,broad,enlarging,leaves,poisonous,4,brown,scattered,almond,No,evanescent,silky,scaly,pink,gray,universal,brown,4.479668447,05/06/2023,05/05/2023,16.0,C
579,flat,gray,narrow,enlarging,woods,edible,2,yellow,solitary,anise,No,pendant,silky,fibrous,pink,orange,universal,yellow,2.679213551,04/09/2023,04/02/2023,28.0,C
580,flat,brown,broad,tapering,urban,,4,brown,solitary,musty,Yes,evanescent,silky,silky,white,brown,partial,orange,4.062581848,05/05/2023,05/03/2023,2.0,C
581,flat,white,narrow,tapering,urban,poisonous,7,black,scattered,anise,Yes,flaring,silky,silky,gray,pink,partial,orange,4.390084013,03/11/2023,03/04/2023,0.0,C
582,conical,gray,narrow,enlarging,paths,poisonous,10,yellow,numerous,creosote,Yes,none,fibrous,smooth,pink,gray,universal,yellow,3.732177386,03/09/2023,03/03/2023,26.0,C
583,sunken,yellow,broad,enlarging,woods,poisonous,6,brown,abundant,creosote,No,flaring,smooth,scaly,pink,gray,partial,white,1.134078435,03/08/2023,03/02/2023,9.0,C
584,sunken,gray,broad,enlarging,leaves,poisonous,6,black,abundant,foul,No,none,fibrous,fibrous,white,orange,universal,white,0.789069741,03/09/2023,03/05/2023,15.0,C
585,conical,gray,broad,enlarging,woods,poisonous,3,brown,numerous,musty,No,none,scaly,silky,orange,gray,universal,brown,0.502267005,04/05/2023,04/02/2023,5.0,C
586,conical,red,broad,tapering,paths,edible,9,orange,several,foul,Yes,evanescent,fibrous,fibrous,orange,orange,universal,white,1.768620943,01/11/2023,01/04/2023,25.0,C
587,conical,yellow,broad,tapering,grasses,edible,7,brown,numerous,almond,Yes,evanescent,silky,smooth,gray,pink,universal,brown,4.872842629,03/04/2022,03/04/2022,25.0,C
588,sunken,red,narrow,enlarging,grasses,edible,3,orange,solitary,foul,No,evanescent,silky,silky,white,gray,partial,brown,1.649231566,02/10/2023,02/04/2023,15.0,C
589,sunken,gray,narrow,enlarging,urban,poisonous,1,brown,abundant,anise,No,evanescent,fibrous,fibrous,gray,brown,partial,white,3.779797624,05/04/2023,05/01/2023,8.0,C
590,flat,white,broad,tapering,urban,poisonous,10,brown,scattered,musty,Yes,none,fibrous,fibrous,pink,white,partial,yellow,1.760183852,04/11/2023,04/03/2023,12.0,C
591,sunken,brown,narrow,tapering,woods,,3,black,scattered,musty,Yes,pendant,smooth,scaly,gray,brown,universal,brown,1.87271194,01/07/2023,01/02/2023,0.0,C
592,flat,gray,narrow,enlarging,grasses,edible,10,black,solitary,creosote,No,flaring,smooth,scaly,brown,gray,partial,white,0.522139399,02/10/2023,02/03/2023,12.0,C
593,convex,gray,broad,tapering,urban,edible,8,black,numerous,almond,Yes,none,fibrous,scaly,orange,brown,universal,yellow,1.285272163,01/08/2023,01/04/2023,5.0,C
594,convex,gray,narrow,enlarging,grasses,edible,4,white,several,foul,No,none,smooth,silky,orange,white,universal,orange,1.615579745,03/01/2023,03/01/2023,16.0,C
595,convex,yellow,narrow,enlarging,urban,poisonous,6,brown,abundant,foul,No,evanescent,smooth,scaly,orange,pink,universal,white,0.502267005,05/09/2020,05/03/2020,1.0,C
596,flat,red,broad,tapering,paths,edible,3,brown,numerous,foul,Yes,none,fibrous,fibrous,white,gray,universal,yellow,0.966621437,05/02/2023,05/02/2023,14.0,C
597,convex,gray,narrow,tapering,woods,poisonous,6,yellow,numerous,creosote,No,none,scaly,scaly,pink,gray,partial,yellow,3.744761873,04/04/2023,04/01/2023,18.0,C
598,convex,gray,narrow,tapering,woods,poisonous,10,white,several,anise,Yes,none,smooth,scaly,pink,gray,universal,white,4.634829086,01/06/2023,01/05/2023,7.0,C
599,conical,yellow,narrow,enlarging,paths,edible,6,brown,scattered,almond,No,flaring,silky,fibrous,white,orange,universal,brown,0.502267005,02/08/2023,02/05/2023,9.0,C
600,convex,red,narrow,enlarging,grasses,poisonous,4,brown,numerous,foul,No,evanescent,fibrous,smooth,gray,brown,universal,white,4.939999916,03/09/2023,03/05/2023,7.0,C
601,sunken,gray,narrow,enlarging,leaves,poisonous,3,brown,numerous,foul,Yes,pendant,smooth,silky,gray,gray,partial,brown,4.458105574,03/06/2023,03/05/2023,2.0,C
602,convex,gray,narrow,tapering,paths,poisonous,3,brown,numerous,anise,No,none,smooth,fibrous,brown,orange,partial,brown,0.862718285,02/03/2023,02/02/2023,0.0,C
603,bell,brown,narrow,enlarging,urban,edible,3,black,several,anise,Yes,none,silky,smooth,gray,gray,partial,yellow,2.434010333,04/11/2023,04/03/2023,2.0,C
604,conical,brown,broad,enlarging,grasses,edible,3,black,scattered,foul,Yes,pendant,silky,fibrous,gray,gray,universal,orange,2.561050417,03/05/2023,03/05/2023,16.0,C
605,convex,brown,narrow,tapering,woods,poisonous,8,white,scattered,almond,No,none,smooth,smooth,white,orange,partial,white,0.502267005,05/11/2023,05/04/2023,21.0,C
606,conical,white,narrow,enlarging,urban,edible,4,black,scattered,anise,No,none,fibrous,silky,orange,pink,universal,yellow,2.909009063,03/07/2023,03/05/2023,24.0,C
607,sunken,red,broad,enlarging,grasses,poisonous,10,white,numerous,creosote,No,evanescent,silky,fibrous,white,gray,universal,brown,0.502267005,01/05/2023,01/03/2023,28.0,C
608,sunken,gray,broad,enlarging,woods,poisonous,4,brown,numerous,anise,Yes,evanescent,fibrous,smooth,orange,white,partial,yellow,2.048616987,05/02/2023,05/02/2023,1.0,C
609,conical,white,narrow,enlarging,urban,edible,9,white,numerous,musty,Yes,pendant,scaly,scaly,brown,white,universal,brown,1.148255809,01/09/2023,01/03/2023,21.0,C
610,bell,yellow,narrow,tapering,leaves,poisonous,10,brown,solitary,almond,No,flaring,silky,smooth,pink,gray,universal,orange,0.502267005,04/06/2023,04/02/2023,20.0,C
611,conical,white,narrow,tapering,leaves,edible,3,yellow,scattered,foul,Yes,none,silky,scaly,pink,orange,universal,white,1.314181376,03/10/2023,03/05/2023,12.0,C
612,flat,gray,narrow,tapering,woods,poisonous,3,brown,numerous,foul,Yes,pendant,silky,fibrous,white,pink,partial,yellow,0.502267005,03/07/2023,03/02/2023,18.0,C
613,sunken,red,narrow,enlarging,grasses,poisonous,3,yellow,solitary,anise,Yes,none,smooth,scaly,white,brown,partial,yellow,4.74232802,01/09/2023,01/04/2023,4.0,C
614,convex,brown,narrow,enlarging,urban,edible,3,black,abundant,creosote,No,evanescent,silky,silky,pink,pink,partial,yellow,2.425358752,04/10/2023,04/02/2023,17.0,C
615,bell,gray,narrow,tapering,leaves,poisonous,6,white,solitary,musty,No,flaring,fibrous,smooth,gray,gray,universal,orange,4.637672974,01/11/2023,01/04/2023,17.0,C
616,sunken,white,broad,enlarging,woods,poisonous,8,brown,scattered,anise,No,none,smooth,silky,pink,gray,universal,white,2.83311494,01/07/2023,01/01/2023,5.0,C
617,conical,gray,narrow,enlarging,urban,edible,3,brown,scattered,anise,Yes,none,fibrous,fibrous,gray,white,partial,brown,3.283967011,05/06/2023,05/04/2023,13.0,C
618,convex,yellow,narrow,enlarging,woods,edible,6,orange,several,musty,No,flaring,scaly,scaly,orange,white,universal,white,3.153561279,02/08/2023,02/01/2023,21.0,C
619,conical,white,broad,enlarging,grasses,poisonous,4,yellow,abundant,foul,No,flaring,smooth,fibrous,gray,orange,universal,brown,2.937911793,05/11/2023,05/05/2023,21.0,C
620,conical,red,broad,enlarging,leaves,edible,3,brown,abundant,musty,No,none,scaly,smooth,brown,orange,partial,white,2.574608808,01/11/2031,01/05/2031,3.0,C
621,flat,brown,narrow,enlarging,woods,poisonous,4,yellow,numerous,foul,No,none,silky,scaly,pink,pink,universal,brown,2.617867086,01/07/2023,01/01/2023,29.0,C
622,convex,white,broad,enlarging,grasses,poisonous,7,yellow,numerous,musty,Yes,pendant,smooth,smooth,pink,gray,partial,brown,1.819373259,02/11/2023,02/02/2023,19.0,C
623,sunken,white,broad,tapering,grasses,edible,7,black,abundant,almond,Yes,none,silky,silky,brown,gray,partial,orange,1.982252388,05/03/2023,05/01/2023,16.0,C
624,bell,red,narrow,tapering,woods,poisonous,3,black,abundant,foul,Yes,evanescent,smooth,fibrous,white,gray,universal,brown,1.660920944,04/04/2023,04/04/2023,1.0,C
625,flat,gray,broad,tapering,urban,edible,9,orange,scattered,almond,Yes,evanescent,smooth,scaly,pink,brown,universal,brown,2.53363588,03/10/2023,03/03/2023,2.0,C
626,conical,brown,narrow,tapering,grasses,poisonous,6,orange,solitary,creosote,No,evanescent,smooth,smooth,brown,gray,partial,yellow,1.827099419,02/08/2026,02/02/2026,21.0,C
627,flat,red,narrow,tapering,urban,poisonous,1,yellow,several,musty,Yes,none,fibrous,smooth,pink,orange,universal,white,0.502267005,05/09/2023,05/05/2023,3.0,C
628,flat,brown,narrow,enlarging,leaves,edible,8,orange,numerous,musty,No,evanescent,smooth,fibrous,pink,gray,universal,white,1.749357134,02/05/2022,02/01/2022,8.0,C
629,sunken,yellow,narrow,enlarging,leaves,poisonous,3,brown,several,foul,Yes,evanescent,fibrous,smooth,pink,gray,universal,brown,1.019960028,05/11/2023,05/02/2023,29.0,C
630,flat,gray,narrow,tapering,leaves,poisonous,2,orange,abundant,musty,No,none,fibrous,smooth,pink,gray,partial,yellow,0.502267005,2/14/2021,02/05/2021,27.0,C
631,conical,brown,narrow,enlarging,grasses,,1,orange,several,anise,No,pendant,silky,silky,orange,white,partial,brown,4.978019201,02/05/2023,02/01/2023,13.0,C
