Customer_Age,Transaction_Count,Product_Category,Region,Repeat_Customer,Income_Level,Annual_Spend,Average_Discount_Utilized,Session_Duration_Minutes,Page_Views_per_Session,Ad_Clicks_per_Session,Products_Viewed_per_Session,Subscription_Status,Sales_Amount_ImputeMean,Customer_LT_ImputeMean
38,8,B,North,No,Low,865.5333566,24.72284907,21.4650452,5,2,2,Not_Subscribed,104.4936945,11123.42363
56,3,C,West,Yes,Medium,4966.61808,10.84226122,23.30563086,8,2,5,Subscribed,118.6518166,14662.95416
48,7,B,North,No,Low,1202.906786,20.98004573,20.2169205,10,3,0,Not_Subscribed,71.63268534,2908.171335
55,5,D,North,Yes,High,4947.894473,10.89206336,47.98480087,10,2,2,Not_Subscribed,64.78382376,1195.95594
63,6,D,South,No,Low,4897.759697,22.84150708,35.52905229,5,1,3,Not_Subscribed,69.48687371,2371.718427
19,4,D,South,Yes,Medium,4072.181468,26.84195086,20.63407994,2,2,1,Subscribed,125.2516821,16312.92052
44,6,C,South,Yes,High,3467.403329,8.170044978,41.06231559,7,3,2,Subscribed,88.96283708,7240.709271
53,7,D,West,Yes,High,3100.131726,26.66489221,32.00698694,7,2,3,Not_Subscribed,151.1639857,22790.99643
28,10,D,North,Yes,Medium,4397.456954,19.83938136,32.57253421,10,2,3,Not_Subscribed,88.71504803,7178.762007
64,7,C,North,Yes,Medium,1802.477847,8.177762272,26.55522791,3,2,3,Not_Subscribed,103.6910261,10922.75652
35,6,D,West,Yes,Low,2604.565456,15.68854638,22.50584013,7,3,2,Subscribed,130.8421991,17710.54976
18,4,A,East,Yes,Low,3287.254862,9.021507337,33.37766099,6,2,5,Subscribed,140.1218578,20030.46444
52,6,D,South,Yes,High,2350.357141,22.50869722,24.5491277,2,4,0,Not_Subscribed,141.2300715,20307.51788
52,2,C,West,Yes,Medium,2423.689043,23.97170336,48.1675563,2,2,4,Not_Subscribed,124.1673246,16041.83115
48,2,D,South,No,Medium,1986.281004,7.644913007,17.30708895,3,1,5,Not_Subscribed,120.4812505,15120.31263
45,3,C,North,Yes,Low,3039.043175,17.65349632,45.36156773,4,2,3,Not_Subscribed,111.850539,12962.63475
56,9,D,West,No,Low,4327.585376,25.3656264,28.88681151,2,2,6,Subscribed,115.5672215,13891.80538
18,4,A,East,No,High,1406.877701,28.40407604,32.99085734,9,2,3,Subscribed,88.97628567,7244.071418
42,7,C,South,No,Medium,4704.948674,17.83794667,38.33157767,7,2,6,Subscribed,83.63602233,5909.005583
60,8,C,North,Yes,Medium,3600.894442,28.75698059,23.69750705,8,3,4,Subscribed,99.93251085,9983.127713
55,6,C,North,Yes,Medium,4204.729457,18.39222426,38.64248385,3,1,7,Not_Subscribed,96.59630755,9149.076887
37,3,C,East,No,Medium,3002.858117,14.85476236,2.924561446,7,3,2,Subscribed,90.93543901,7733.859753
20,6,D,East,Yes,Low,4007.825156,26.20507821,22.80010467,3,3,2,Not_Subscribed,113.9277489,13481.93724
19,3,D,South,Yes,Low,572.901788,17.32456776,20.75937193,10,3,3,Subscribed,100.91255216895318,14776.52604
35,7,A,North,Yes,Low,4182.711912,16.79756276,17.46493988,4,2,3,Subscribed,101.7681377,10442.03443
61,6,A,East,Yes,High,680.6248659,17.25781224,27.85045162,7,3,5,Subscribed,100.91255216895318,10193.947060490147
27,2,D,West,Yes,Medium,4504.610194,26.16962505,33.85749968,2,2,2,Not_Subscribed,77.16621772,4291.554429
22,1,B,East,Yes,Low,4963.832363,25.79853854,37.02659998,2,3,3,Subscribed,96.12681081,9031.702704
26,2,C,West,No,Medium,1823.30358,15.08799981,32.40876757,5,1,2,Subscribed,85.66355359,6415.888397
19,5,D,North,No,Low,1446.433503,13.3324965,23.34306535,10,1,2,Subscribed,62.66926766,667.3169146
51,4,A,South,No,High,3944.135137,17.2982006,33.69016438,6,2,1,Subscribed,98.34638628,9586.596571
55,5,C,North,No,Low,1638.618534,19.31931274,31.24285695,4,2,3,Subscribed,97.56504983,9391.262458
48,8,A,North,No,High,4395.030724,10.95843027,39.36056168,1,3,6,Subscribed,130.2689949,17567.24872
27,4,B,North,Yes,Medium,962.7916647,24.84887712,37.76936703,8,3,4,Not_Subscribed,112.6162337,13154.05842
29,6,C,North,Yes,Low,1066.798384,17.16206914,30.30476414,5,3,7,Not_Subscribed,79.51626351,10193.947060490147
53,3,B,South,Yes,Low,4906.181998,13.35113871,21.02746994,3,2,3,Not_Subscribed,137.0818513,19270.46283
38,4,B,East,No,Low,3532.275042,7.670524824,23.47049844,4,1,9,Not_Subscribed,124.4206739,16105.16848
64,8,B,South,No,Medium,4310.99251,10.97112901,24.5021064,3,2,4,Subscribed,111.6419541,10193.947060490147
23,5,D,South,Yes,High,1959.482198,28.73202929,26.84733666,3,2,5,Not_Subscribed,95.47031802,8867.579506
20,7,A,South,No,High,3544.176873,12.62749217,32.68050428,4,3,5,Not_Subscribed,80.81121527,5202.803816
27,2,C,South,Yes,Low,3174.088223,9.221482234,37.1517439,4,1,3,Not_Subscribed,92.55586448,8138.96612
22,5,D,East,Yes,Medium,3214.175541,16.51681979,29.48881307,5,2,7,Subscribed,121.7749724,15443.7431
63,10,A,North,Yes,High,3571.396068,12.67719358,30.16124788,3,1,3,Subscribed,137.6917261,19422.93153
43,4,D,East,No,High,3089.116279,5.878981257,31.43306305,6,3,3,Subscribed,130.8648706,17716.21764
38,5,A,East,No,High,2430.780662,13.07863043,24.84094687,4,1,5,Not_Subscribed,90.22301156,7555.752891
62,3,C,North,Yes,High,1741.652125,18.6027156,20.74607742,6,1,2,Not_Subscribed,77.60765133,4401.912834
43,3,C,East,Yes,High,3958.615989,18.7928093,12.44562103,6,6,9,Subscribed,102.8177249,10704.43123
55,8,C,South,No,Low,1518.225935,13.91397303,23.04850642,5,2,5,Subscribed,64.63121269,1157.803172
61,3,C,South,No,Low,3615.594378,16.18256891,34.73145453,7,1,9,Not_Subscribed,106.4633543,11615.83857
43,7,A,North,No,Low,1549.997702,29.13794796,22.97088562,5,2,3,Not_Subscribed,97.04794827,9261.987069
25,8,D,North,No,High,3313.985765,14.43371193,27.62192963,6,2,7,Subscribed,90.67926996,7669.817491
22,4,C,North,Yes,High,3861.852202,11.45567033,34.66431287,4,0,5,Subscribed,68.10593865,2026.484664
32,5,C,South,Yes,High,1484.2125,11.0866761,35.20689496,8,3,5,Not_Subscribed,110.2720021,12568.00053
33,6,C,North,No,Low,769.7448539,16.44411532,19.20467148,11,2,8,Subscribed,89.34598321,7336.495802
18,1,B,East,No,High,1089.381843,23.98800372,39.97059356,6,4,6,Subscribed,76.60166329,4150.415821
33,2,C,East,No,Low,3226.986353,10.1497046,41.27350089,3,3,4,Subscribed,42.55475573,-4361.311066
54,3,C,West,No,High,4322.508828,22.73240318,18.70150143,4,3,5,Subscribed,99.4497019,9862.425475
20,4,A,West,Yes,Low,702.4856956,5.528745584,21.7616313,8,1,3,Subscribed,100.91255216895318,10193.947060490147
64,4,B,North,No,Medium,3803.680666,15.47332445,41.91090683,6,1,11,Not_Subscribed,133.2251843,18306.29607
48,4,A,West,No,High,2035.933907,24.39662663,28.53146479,5,5,7,Not_Subscribed,90.85807487,7714.518717
30,3,D,South,Yes,High,2653.377665,13.46832389,7.802220525,6,1,3,Subscribed,87.95575879,6988.939698
33,5,B,South,No,Low,4679.867974,19.09342754,16.00318495,4,1,3,Not_Subscribed,109.3754851,12343.87128
60,5,A,East,Yes,High,1993.871771,10.12448082,27.50630375,5,3,4,Not_Subscribed,80.03229122,5008.072804
38,2,A,East,Yes,Low,2594.016203,23.54988478,18.3695735,14,2,6,Subscribed,106.035838,11508.9595
19,6,D,West,Yes,Low,561.5708664,6.306977582,25.86576229,4,6,2,Subscribed,100.91255216895318,13830.40139
44,3,D,West,No,Medium,867.19424,26.31356612,30.32396214,6,1,7,Not_Subscribed,124.5386645,16134.66612
55,4,C,South,Yes,Medium,1663.66216,9.954909661,44.62254604,2,4,4,Not_Subscribed,97.99691847,9499.229618
43,3,C,East,No,High,625.3350837,26.85995079,27.09546084,5,1,5,Not_Subscribed,100.91255216895318,8981.631249
55,6,B,West,No,High,3341.188967,13.81323103,40.725418,5,2,3,Subscribed,82.44034826,5610.087066
63,4,B,South,Yes,Low,2418.792606,23.06708936,44.28760162,4,1,4,Subscribed,83.46239292,5865.59823
42,1,D,East,Yes,Low,2966.653412,12.98063244,44.34309669,3,4,3,Not_Subscribed,95.47042216,8867.60554
28,9,B,South,Yes,Low,1285.912337,27.64779178,32.84754593,6,0,2,Subscribed,107.3473101,11836.82753
25,7,C,South,No,Low,1831.694132,8.165928138,10.36710852,5,1,6,Not_Subscribed,118.2716925,14567.92313
25,5,D,East,No,High,3487.210137,9.462994732,34.60824865,7,2,2,Subscribed,83.93642099,5984.105247
50,4,A,South,Yes,Medium,4843.862256,17.32575313,40.48399888,8,0,5,Subscribed,129.8537714,17463.44284
24,2,D,West,No,High,726.8754812,7.048460976,29.18932895,6,1,2,Subscribed,94.57752798,8644.381995
55,4,B,South,Yes,High,4506.729444,9.899504618,47.4458387,5,0,6,Not_Subscribed,99.57265411,9893.163528
38,5,C,West,No,High,3095.965406,28.59415956,38.59833561,8,2,6,Subscribed,85.05576642,6263.941604
25,4,C,North,No,Medium,3037.63805,29.41224153,35.68273377,9,2,3,Subscribed,51.51519479,-2121.201301
38,6,A,North,No,High,2751.253408,14.40648323,40.86380711,3,3,2,Subscribed,117.6809079,14420.22698
37,3,A,North,No,Medium,812.2733866,28.08215053,33.33369851,5,2,5,Subscribed,114.7368779,13684.21949
25,7,D,South,Yes,Low,904.4458328,18.62061689,5.071895006,2,0,6,Subscribed,94.37344886,8593.362214
63,5,C,North,Yes,High,3204.104025,11.74356165,25.00861049,6,1,6,Not_Subscribed,101.3398143,10334.95359
48,6,A,North,Yes,Low,2034.313571,22.55996803,41.97168027,9,1,2,Subscribed,110.3187844,12579.69609
46,7,A,South,No,Low,4627.7063,21.47254516,21.9240866,5,4,7,Subscribed,68.74908286,2187.270716
26,2,D,East,No,Low,2329.657418,29.72813298,27.76527495,7,0,2,Not_Subscribed,89.41894645,7354.736613
32,6,D,South,Yes,High,1144.766564,11.62618219,19.55163686,7,2,2,Subscribed,115.8852936,13971.3234
47,4,C,West,Yes,Low,3716.234751,21.80148757,47.83922595,3,0,3,Subscribed,74.91421154,3728.552884
43,6,B,South,Yes,High,1820.090396,6.300593876,46.81492457,5,1,4,Subscribed,105.8711586,10193.947060490147
27,3,B,East,No,Low,2864.616383,7.841150967,21.16131105,5,1,5,Subscribed,72.86836391,3217.090977
46,6,C,North,Yes,High,3640.247535,5.097959374,31.47298,4,2,6,Not_Subscribed,109.3285996,12332.14991
33,8,B,South,Yes,High,4551.1885,29.98651703,23.19505952,5,3,0,Subscribed,99.28717035,9821.792589
53,3,C,North,Yes,High,4064.860377,25.05684243,36.14944639,4,1,1,Subscribed,67.69736368,10193.947060490147
37,7,C,West,Yes,Low,3543.624805,24.66807537,35.09683077,8,2,3,Subscribed,123.2947871,15823.69677
62,15,A,East,Yes,High,3558.349321,17.74315188,38.11705572,7,1,4,Subscribed,85.30816846,6327.042116
54,7,B,North,Yes,Low,4756.660898,12.50167707,33.31918448,6,0,8,Not_Subscribed,83.79495126,5948.737815
39,6,C,North,Yes,Medium,1831.208439,8.781607112,59.35406206,7,2,8,Subscribed,104.0113839,11002.84599
24,3,B,North,Yes,Low,505.0044239,12.11686847,19.72076235,10,5,2,Subscribed,100.91255216895318,15743.18675
40,2,B,North,Yes,Low,1723.795517,14.39928055,12.89396646,4,3,2,Not_Subscribed,79.68356362,4920.890905
58,5,D,South,No,High,1480.511208,23.90775242,26.06909799,9,2,6,Subscribed,101.233597,10308.39925
57,6,B,East,Yes,Low,3478.255633,18.49154472,14.32011734,9,3,5,Not_Subscribed,108.57633,12144.0825
46,6,C,East,Yes,Medium,3351.702199,6.937090664,15.0753773,9,0,5,Subscribed,113.8621121,13465.52804
33,4,A,North,Yes,High,3170.576222,5.450725224,19.98685346,3,3,2,Not_Subscribed,103.5288311,10882.20778
55,1,B,East,No,Low,573.0954944,7.558304488,20.77811095,3,0,7,Not_Subscribed,100.91255216895318,8164.860805
45,6,C,North,No,Low,3779.501245,15.26246784,20.45381898,8,2,1,Not_Subscribed,83.44819559,5862.048897
55,8,D,West,Yes,High,1955.886856,28.32982293,35.1821895,6,0,4,Not_Subscribed,101.7228777,10430.71942
48,2,B,West,No,High,3492.751951,20.93506203,24.93810939,9,2,2,Subscribed,78.55721976,4639.30494
31,2,A,West,No,Low,3004.602928,25.0456475,28.20485425,2,2,7,Subscribed,41.57299033,-4606.752417
50,2,B,East,Yes,Low,2042.289164,16.65936486,38.94232775,6,5,9,Not_Subscribed,108.7311961,12182.79902
26,5,C,North,No,High,1105.593202,14.04165208,22.33677475,2,1,2,Not_Subscribed,118.0786968,14519.67421
44,7,B,South,No,High,924.8850395,7.710009318,27.35454101,9,3,3,Not_Subscribed,52.74135129,-1814.662178
41,7,B,South,Yes,Medium,4241.832499,26.89832555,33.65759986,6,0,5,Subscribed,79.80538591,4951.346476
30,9,D,West,Yes,Medium,4632.788939,24.57900073,10.58432199,1,0,4,Not_Subscribed,112.3830852,13095.77131
43,4,B,West,No,Medium,3424.04621,9.20295244,6.15094491,3,2,1,Subscribed,141.1499094,20287.47735
46,7,A,East,Yes,High,965.4535169,17.8065141,33.46117329,4,4,1,Subscribed,100.4158742,10103.96854
60,5,B,South,Yes,High,2309.122476,17.1843702,34.92014281,4,0,2,Not_Subscribed,85.43994118,6359.985294
45,7,D,East,Yes,High,3780.2264,20.62728882,50.64220135,6,0,2,Not_Subscribed,96.34207118,9085.517794
45,7,C,West,No,Low,4009.193978,28.65467235,31.58094876,8,1,5,Subscribed,127.4975284,16874.3821
25,3,B,North,Yes,High,1031.9838,19.49428604,38.19739717,5,2,6,Not_Subscribed,87.08071642,6770.179104
40,5,B,North,No,Low,500.1382348,18.50543167,28.04527356,11,2,2,Not_Subscribed,100.91255216895318,6004.039967
46,5,D,North,No,High,3704.616706,6.258073323,32.97227222,9,0,3,Subscribed,90.34512956,7586.282389
22,5,D,West,Yes,High,2104.682792,6.5726869,46.67256842,5,1,6,Not_Subscribed,80.93342783,5233.356959
59,5,D,East,No,Low,1645.165992,9.683669783,8.760071819,4,3,1,Not_Subscribed,102.4534063,10613.35158
24,8,B,North,Yes,High,558.0386141,5.811769292,34.13616258,3,2,2,Subscribed,100.91255216895318,10193.947060490147
59,2,A,South,Yes,High,2931.34733,23.58382239,51.3558673,12,4,6,Not_Subscribed,106.4615855,11615.39637
53,6,D,South,Yes,High,4330.178309,23.0832576,32.82034219,5,1,5,Not_Subscribed,94.95292996,8738.232489
58,6,C,West,Yes,Medium,4809.342408,8.401405861,46.50572963,12,3,5,Subscribed,94.16377462,8540.943655
44,6,B,South,Yes,High,3045.852278,25.90197252,23.7078785,4,1,1,Not_Subscribed,68.73618383,2184.045957
63,1,C,South,No,Low,2815.075975,8.869650871,29.67952506,5,3,4,Subscribed,117.6621955,14415.54889
19,10,C,West,No,Low,882.7537347,12.52938967,30.33524702,3,1,0,Not_Subscribed,98.44325606,9610.814015
42,5,A,East,Yes,Low,2969.927607,11.22442248,7.824089206,3,1,1,Subscribed,96.39040173,9097.600432
26,3,C,North,No,High,2209.905855,14.30767746,18.31822172,5,1,4,Subscribed,163.8621514,25965.53784
44,0,D,West,No,Low,3232.108764,11.36659415,19.03124921,3,3,4,Not_Subscribed,105.9750582,11493.76454
18,7,D,South,No,Medium,2249.268565,17.22377316,38.22066078,8,2,1,Subscribed,84.964179,6241.04475
40,4,B,North,No,Low,1581.346056,15.18519703,38.72153106,6,2,5,Not_Subscribed,91.47284808,7868.212019
27,6,A,North,Yes,High,927.3437385,29.66423727,33.24036443,4,2,3,Subscribed,122.9689142,15742.22855
59,4,A,North,Yes,Medium,1917.133001,6.398158753,38.24102897,2,1,1,Not_Subscribed,102.2654082,10566.35205
42,2,C,West,Yes,Low,934.9017543,8.55453441,28.35850587,8,4,3,Subscribed,71.23444043,2808.610108
20,4,A,North,No,Medium,1296.036279,6.320647348,42.0193167,7,4,2,Subscribed,118.3845787,14596.14467
23,9,C,East,No,Low,4943.012714,20.64602987,30.08788443,3,0,7,Not_Subscribed,86.63711829,6659.279572
23,4,C,South,Yes,High,2498.466006,6.362731935,30.57864047,3,2,5,Not_Subscribed,137.4659555,19366.48888
19,5,A,West,Yes,Medium,2893.422949,25.91099343,27.34407367,8,2,1,Subscribed,121.6009613,15400.24033
35,8,B,West,No,Low,4431.283379,17.79846577,36.84450478,5,4,6,Subscribed,91.05356209,7763.390522
40,2,C,North,Yes,Low,4980.060052,18.17519061,25.78801183,6,4,7,Subscribed,125.6203272,16405.08181
19,2,D,South,No,Medium,3122.215022,19.03986269,39.76431377,9,1,3,Subscribed,101.3571102,10339.27755
29,5,D,North,Yes,Medium,4156.132195,9.270342658,18.67850859,4,3,6,Subscribed,117.0554735,14263.86838
39,4,A,North,Yes,Medium,1971.23461,9.942257578,19.01083745,5,2,4,Subscribed,109.6946563,12423.66409
54,8,A,West,No,Medium,1875.847809,12.97043307,36.87426755,6,3,3,Subscribed,83.0728669,5768.216725
37,6,C,East,Yes,Low,2312.166744,19.8374104,29.11455785,7,0,3,Subscribed,87.12900335,6782.250838
56,9,C,South,Yes,Low,3526.282682,10.2529444,25.46108584,3,2,4,Not_Subscribed,120.5992164,15149.80409
41,7,D,South,Yes,Low,3569.862602,7.908293178,38.90057732,4,2,4,Not_Subscribed,93.30449336,8326.123339
37,2,C,South,Yes,High,1918.577456,29.25292216,23.92738586,4,4,6,Not_Subscribed,91.92703074,7981.757684
18,8,D,South,Yes,Medium,1099.444659,5.54954537,27.99798746,1,0,4,Not_Subscribed,80.89754841,5224.387103
18,3,C,East,Yes,Low,3345.783154,25.06743513,43.9922795,5,3,4,Subscribed,108.4719813,12117.99533
34,5,B,West,No,Medium,1077.46638,24.70087874,45.39142346,4,6,6,Subscribed,141.2504984,20312.6246
18,4,B,East,No,Medium,3103.216287,12.43035285,45.7239821,1,1,6,Not_Subscribed,78.64934171,4662.335429
62,5,D,North,No,Low,3620.399576,8.3906654,27.17874223,3,3,6,Subscribed,100.4843891,10121.09728
47,4,B,West,No,Medium,3652.751734,8.640716168,42.30702905,7,1,4,Subscribed,128.2444111,17061.10278
58,8,B,East,No,Medium,3890.624498,22.43579043,20.51047172,0,3,7,Not_Subscribed,98.40717218,10193.947060490147
64,0,A,South,Yes,Medium,4427.867397,21.07016478,20.93097125,9,1,4,Not_Subscribed,109.0474359,12261.85898
20,7,C,South,Yes,Medium,2749.815464,24.56864186,6.495441474,5,3,3,Not_Subscribed,78.75212944,4688.032359
63,4,A,West,No,Medium,3786.121353,28.43702931,46.72868202,4,2,3,Subscribed,108.5661419,12141.53549
28,5,D,East,Yes,Low,3286.277309,22.29818408,21.36020151,0,4,5,Subscribed,96.2571147,9064.278675
41,2,A,West,Yes,Low,1339.879729,8.896288414,28.7346742,6,2,4,Not_Subscribed,119.7145999,14928.64998
39,3,D,South,Yes,Medium,615.6034019,11.08606542,20.89675658,6,2,3,Not_Subscribed,100.91255216895318,15936.93026
61,3,B,East,Yes,Medium,1780.436236,26.05484327,36.95165248,2,1,3,Not_Subscribed,151.7912728,22947.81821
62,1,A,South,Yes,Medium,2493.651679,10.2326519,26.24366339,3,0,1,Not_Subscribed,111.5926635,12898.16587
43,3,B,West,No,High,3276.97675,6.813057924,16.9518311,5,1,5,Subscribed,106.5159263,11628.98158
30,4,C,West,No,Medium,4324.816987,22.58200135,34.41662564,7,3,1,Not_Subscribed,103.887686,10971.92151
18,4,B,West,Yes,High,1383.105725,15.06315889,15.66269975,5,1,2,Subscribed,92.93667414,8234.168536
41,7,C,West,No,High,1064.974055,28.00100131,21.62594275,5,3,8,Not_Subscribed,106.7696769,11692.41922
27,9,B,West,No,High,4835.659764,21.25637678,8.931108854,6,2,5,Subscribed,94.0919718,8522.992949
52,1,A,North,No,Low,986.2005172,7.260474445,15.76041888,3,2,5,Subscribed,103.3692195,10842.30488
41,3,A,West,No,High,2653.209815,28.69641418,31.7852917,5,3,3,Not_Subscribed,126.3519507,16587.98768
45,5,B,West,Yes,Medium,3135.03678,11.46393159,10.35463962,4,3,1,Subscribed,79.86914869,4967.287174
53,1,D,South,No,Medium,2936.184894,13.43031226,15.18854275,3,3,2,Not_Subscribed,122.7975712,15699.39281
33,3,D,West,Yes,Low,887.1447066,15.05651034,29.97631084,7,0,6,Not_Subscribed,126.3423013,16585.57534
57,5,C,East,No,Low,756.621113,6.28060741,24.56393104,4,1,4,Not_Subscribed,97.63862946,9409.657365
33,7,C,West,No,Medium,974.6754236,17.41288556,49.92036636,7,0,2,Subscribed,57.56290202,-609.274495
34,4,B,North,Yes,Low,3135.144577,8.082962277,48.33896546,6,2,3,Not_Subscribed,87.84356026,6960.890065
32,6,A,West,Yes,Low,2949.551994,15.02425817,21.32077537,4,1,6,Subscribed,125.9398909,16484.97273
33,4,C,South,No,High,1551.833564,13.7677447,35.57137618,4,5,3,Not_Subscribed,99.54263875,9885.659689
32,3,B,East,No,High,3369.983638,24.32100209,37.49282557,3,3,4,Subscribed,80.01395535,5003.488839
51,5,C,East,Yes,Low,4190.303759,25.07926279,24.02521142,5,2,4,Not_Subscribed,89.90450158,7476.125394
28,4,A,West,No,Medium,687.1053193,8.83532206,15.04458464,4,2,7,Not_Subscribed,100.91255216895318,14203.10013
18,4,C,West,Yes,High,2741.584746,14.16377968,29.87701551,10,1,3,Subscribed,110.9346714,12733.66784
32,4,B,West,Yes,Medium,3601.896854,14.33382903,28.27154325,8,1,5,Subscribed,95.22135802,8805.339504
43,5,C,West,Yes,Low,1635.403672,8.785261098,25.64235503,2,1,5,Subscribed,92.66351176,8165.877941
21,4,D,South,No,Medium,1884.969074,24.96133763,34.42316868,3,0,4,Not_Subscribed,92.16483702,8041.209255
60,8,C,South,Yes,Medium,3261.370563,22.68070821,22.49270393,7,3,4,Subscribed,81.55179631,5387.949078
22,3,A,East,Yes,Medium,4540.70882,9.759544657,18.48002452,4,5,2,Subscribed,132.3075138,18076.87845
52,5,A,West,No,Medium,4144.659891,14.16804771,31.0908297,6,1,3,Subscribed,93.55359062,10193.947060490147
30,4,A,South,Yes,Low,3124.085986,7.645125621,33.85970093,4,3,2,Subscribed,124.3431704,16085.7926
27,3,A,South,No,Low,3785.99773,20.70516493,18.23355056,5,2,5,Not_Subscribed,130.426321,17606.58026
28,5,B,East,No,High,2141.701116,8.034298114,39.28090611,5,2,3,Subscribed,119.966218,14991.55449
35,5,C,East,Yes,High,3384.344876,29.64835422,12.29518862,9,0,0,Subscribed,91.36759375,7841.898436
51,5,C,North,No,High,2597.81716,24.51705187,24.21886541,4,0,7,Not_Subscribed,108.0746018,12018.65045
56,2,C,South,No,High,1354.712614,14.75596374,27.41991464,1,1,2,Not_Subscribed,99.51608787,9879.021968
58,4,C,East,No,Medium,3657.822232,19.46409831,23.63776287,4,3,5,Not_Subscribed,81.92596279,5481.490696
59,4,B,South,Yes,High,3004.090868,27.78354541,24.34939526,6,3,3,Subscribed,106.4871856,11621.79641
40,7,A,South,Yes,High,2113.797119,18.85248201,48.71074482,3,2,4,Subscribed,76.41920418,4104.801044
24,2,C,West,Yes,Medium,4601.026355,9.36246216,21.49115911,4,2,2,Subscribed,123.7535878,15938.39694
56,3,C,West,No,Low,594.2035302,14.46758389,54.41221722,10,1,7,Subscribed,100.91255216895318,7676.913514
20,4,A,West,Yes,High,1920.979181,26.07862163,34.3712678,9,3,3,Subscribed,104.0231931,11005.79828
29,5,D,West,Yes,Low,755.96629,21.1053254,30.92055137,6,2,4,Not_Subscribed,105.6657574,11416.43936
24,7,D,South,No,High,3949.372923,21.26810961,34.76240353,7,1,3,Subscribed,94.82190053,8705.475131
43,5,A,North,Yes,Low,3659.483544,26.67053714,55.29927749,0,1,5,Subscribed,111.733876,10193.947060490147
50,3,C,North,No,High,1991.084984,27.34932644,20.06406996,6,2,1,Subscribed,90.50192687,7625.481717
54,2,A,North,Yes,Low,3540.48306,27.99481429,18.79582081,2,5,5,Subscribed,117.4259459,14356.48649
32,5,C,South,No,Low,2281.717518,7.371229831,22.45133803,3,2,2,Subscribed,73.0804064,3270.101599
19,7,C,North,No,High,3903.142061,18.60315005,30.32143147,13,2,4,Subscribed,102.5275916,10631.8979
58,5,D,South,No,Low,2543.826482,23.51273803,12.74228875,5,2,1,Not_Subscribed,138.77858,19694.645
24,5,D,East,No,High,2355.258775,23.92317113,30.22339239,2,5,3,Not_Subscribed,79.99337351,4998.343377
49,7,C,North,Yes,High,4706.28462,20.16790505,46.93547133,6,0,5,Not_Subscribed,86.44510059,6611.275147
21,7,C,South,No,Medium,1628.95595,9.16968338,31.51407391,6,1,4,Not_Subscribed,110.278157,12569.53925
37,10,C,East,No,High,1042.01303,24.93551385,27.07314541,4,1,1,Not_Subscribed,103.5916356,10897.90891
53,4,D,West,No,High,3130.44401,23.00278334,23.81839551,8,0,6,Not_Subscribed,107.012602,11753.1505
49,4,C,East,No,High,4861.948155,7.153394289,38.98511705,10,3,4,Subscribed,109.7837426,12445.93565
45,0,A,East,No,High,2200.276462,16.59524562,21.74167227,9,1,3,Subscribed,112.6944294,13173.60734
30,3,B,North,No,Medium,779.1654363,9.349434988,48.46395921,4,3,4,Not_Subscribed,122.1939968,15548.49921
18,3,B,West,Yes,Medium,2026.873703,13.43692614,49.33359748,3,1,7,Not_Subscribed,108.1963731,12049.09328
52,2,C,West,No,Medium,2776.692444,5.452027305,32.56750799,6,2,4,Subscribed,95.17484691,8793.711727
47,9,A,North,Yes,Medium,1228.65353,15.00824671,29.88484912,7,1,5,Subscribed,113.451474,13362.86851
53,8,C,East,No,Low,3461.459981,18.74692303,40.30659808,5,5,4,Not_Subscribed,137.9976387,19499.40967
42,8,A,South,No,High,4989.872251,20.48956482,40.94798502,4,1,3,Not_Subscribed,97.34732507,9336.831268
33,4,D,North,Yes,Medium,2532.827642,21.58725863,21.94008269,6,5,5,Not_Subscribed,80.50941391,5127.353477
36,10,D,East,No,High,2096.278505,25.90728283,24.73444867,5,0,2,Subscribed,122.1416134,15535.40335
18,3,C,South,No,Medium,2303.168751,10.38657268,16.77652565,5,2,4,Not_Subscribed,97.59237672,9398.09418
22,2,D,North,Yes,High,1018.157803,8.012045561,34.09064938,1,1,2,Not_Subscribed,56.54660908,-863.3477301
39,2,C,North,Yes,Low,4474.731206,26.2884293,36.66627883,6,2,6,Not_Subscribed,116.9484335,14237.10839
41,2,B,West,Yes,Medium,2366.71545,8.915320372,16.50074362,4,1,3,Not_Subscribed,89.29343628,7323.35907
60,6,A,West,Yes,Low,2242.734851,29.36900203,25.44801095,4,2,2,Subscribed,98.18933435,9547.333588
62,2,A,West,No,Low,3468.606228,26.06345573,16.52746082,2,2,2,Not_Subscribed,106.6396066,11659.90165
54,9,B,South,Yes,High,2489.150394,17.52191515,21.0120019,5,1,8,Subscribed,103.8099936,10952.4984
53,8,B,North,Yes,Medium,3417.05061,29.53553562,35.5101706,4,2,3,Subscribed,114.1890363,13547.25909
53,4,B,West,Yes,Low,776.5083056,7.434418228,22.66517933,9,5,4,Not_Subscribed,91.29027259,7822.568147
21,4,B,West,No,High,4161.755047,12.57664403,26.99174044,4,6,3,Not_Subscribed,110.262116,12565.52899
53,3,D,North,Yes,High,4732.267788,20.95561038,13.72688272,0,2,5,Subscribed,94.80906645,8702.266612
35,9,A,South,No,High,3419.444238,13.75017171,31.8699021,11,3,2,Subscribed,114.7762096,13694.0524
33,10,A,West,No,Low,4795.54668,28.2093138,29.5572668,8,2,1,Subscribed,112.3073497,13076.83742
58,5,B,East,No,High,1181.445415,6.640652204,22.7104075,7,4,5,Subscribed,81.29122596,5322.80649
